job_title,func_parent,functions,subfunctions
senior staff engineer at slack,Technical,engineering,engineering-unknown
legal data specialist,Technical,analytics,analytics-unknown
"director of engineer, development infrastructure and productivity",Technical,engineering,engineering-unknown
"product manager, accounting",Technical,product,product-unknown
game business engineer,Technical,engineering,engineering-unknown
"global director, gss operations and analytics",Technical,analytics,analytics-unknown
product management projects,Technical,product,product-unknown
"technical program and product manager, data labeling and human in the loop ml",Technical,product,product-unknown
engineer   unata product line,Technical,engineering,engineering-unknown
senior partner development manager   international expansion,Technical,engineering,engineering-unknown
associate packaging engineer,Technical,engineering,engineering-unknown
product manager : analytics,Technical,product,product-unknown
technical team lead and manager,Technical,engineering,engineering-unknown
commmercial analyst,Technical,analytics,analytics-unknown
"director of engineer, head of seattle",Technical,engineering,engineering-unknown
"senior manager, product finance",Technical,product,product-unknown
"senior product manager, mobile apps",Technical,product,product-unknown
senior vice president product and operations,Technical,product,product-unknown
"engineer manager, verify",Technical,engineering,engineering-unknown
"product mgmt, consumer applications",Technical,product,product-unknown
product manager alternative payment methods,Technical,product,product-unknown
netsuite system project analyst,Technical,analytics,analytics-unknown
workforce management analyst,Technical,analytics,analytics-unknown
associate commercial analyst,Technical,analytics,analytics-unknown
joint clients technical architecture group lead,Technical,engineering,engineering-unknown
senior associate   product and ops,Technical,product,product-unknown
gerente de produtos,Technical,product,product-unknown
ingenieur d'etudes et developpement,Technical,engineering,engineering-unknown
engineer lead   engagement,Technical,engineering,engineering-unknown
vice president product engineer,Technical,engineering,engineering-unknown
lead animation engineer,Technical,engineering,engineering-unknown
experiment protocol analyst,Technical,analytics,analytics-unknown
linux system engineer and networking,Technical,engineering,engineering-unknown
manufacturing test engineer manager,Technical,engineering,engineering-unknown
engineer program director,Technical,engineering,engineering-unknown
product manager   dynamic packaging,Technical,product,product-unknown
infrastructure product manager,Technical,product,product-unknown
senior artwork | image retouch | production design,Technical,design,design-unknown
"senior manager, product category innovation",Technical,product,product-unknown
"product manager, seo",Technical,product,product-unknown
revenue enablement analyst,Technical,analytics,analytics-unknown
vice president music,Technical,product,product-unknown
internal tools engineer on a meta mission at slack,Technical,engineering,engineering-unknown
"senior analyst, financial crimes",Technical,analytics,analytics-unknown
engineer team lead   design lab,Technical,engineering,engineering-unknown
staff engineer and community advocate,Technical,engineering,engineering-unknown
product manager ii   marketplace,Technical,product,product-unknown
product manager local payments methods,Technical,product,product-unknown
"engineer manager, data tools",Technical,engineering,engineering-unknown
"senior director, technical services, cloud integrations",Technical,engineering,engineering-unknown
"group product manager, mobile",Technical,product,product-unknown
"vice president, engineer   infrastructure product line",Technical,engineering,engineering-unknown
"product operations manager, rider growth and marketplace",Technical,product,product-unknown
prodview regulatory analyst,Technical,analytics,analytics-unknown
visual design,Technical,design,design-unknown
